TransactionID,OrderDate,DeliveryDate,SupplierName,SupplierCategory,Department,ItemDescription,Quantity,UnitPrice,TotalPrice,ContractReference,SavingsIdentified,SavingsRealized,PaymentTermsDays
TRX00186,01/10/2024,05/10/2024,"Goodman, Patrick and Marshall",Consulting,Patient Care,Bill Service/Product,5,£476.29,"£2,381.45",CON3654,0,0,30
TRX00187,06/12/2024,29/12/2024,Morris-Watkins,IT Services,HR,Too Service/Product,5,£181.14,£905.70,CON7413,0,0,30
TRX00188,09/08/2024,24/08/2024,Pollard LLC,Medical Supplies,IT,Voice Service/Product,2,£198.72,£397.44,,0,0,90
TRX00189,21/04/2025,17/05/2025,"Jones, Todd and Parrish",Logistics,Patient Care,Believe Service/Product,10,£921.38,"£9,213.80",,1327.07,175.96,90
TRX00190,19/06/2024,11/07/2024,Gray PLC,Office Equipment,Finance,Republican Service/Product,3,£541.93,"£1,625.79",,120.51,20.77,90
TRX00191,19/06/2024,23/06/2024,Alvarez-Shaw,Medical Supplies,Finance,Year Service/Product,9,£512.40,"£4,611.60",,0,0,30
TRX00192,07/10/2024,24/10/2024,Evans Ltd,Medical Supplies,HR,Fall Service/Product,4,£188.35,£753.40,,0,0,30
TRX00193,08/12/2023,11/12/2023,Chambers-Torres,Office Equipment,IT,Behind Service/Product,9,£170.19,"£1,531.71",,0,0,90
TRX00194,31/05/2025,17/06/2025,"Lopez, Taylor and Gibson",Office Equipment,IT,Catch Service/Product,9,£543.41,"£4,890.69",CON3290,0,0,30
TRX00195,02/07/2025,29/07/2025,"Davis, Smith and Pratt",IT Services,Finance,Stop Service/Product,5,£831.12,"£4,155.60",CON1600,0,0,30
TRX00196,14/07/2024,28/07/2024,Murphy Inc,Office Equipment,Patient Care,Wife Service/Product,8,£571.14,"£4,569.12",,739.19,635.44,60
TRX00197,10/12/2024,25/12/2024,"Gilbert, Walker and Campbell",Office Equipment,Finance,Place Service/Product,1,£621.88,£621.88,CON4914,60.02,31.27,90
TRX00198,24/01/2024,17/02/2024,Brown Group,Facilities Maintenance,Finance,International Service/Product,5,£176.52,£882.60,CON6062,0,0,60
TRX00199,22/06/2024,29/06/2024,Oconnell-Romero,IT Services,Finance,Subject Service/Product,3,£155.46,£466.38,,0,0,90
TRX00200,20/06/2025,23/06/2025,"Fox, James and Wilson",Facilities Maintenance,HR,Last Service/Product,1,£250.77,£250.77,CON3997,0,0,60
TRX00201,25/10/2023,17/11/2023,Pugh-Lewis,Medical Supplies,Finance,Instead Service/Product,6,£847.74,"£5,086.44",CON3065,704.27,391.44,60
TRX00202,03/01/2024,30/01/2024,Smith and Sons,Medical Supplies,Admin,Artist Service/Product,10,£46.59,£465.90,CON2913,0,0,30
TRX00203,10/01/2024,18/01/2024,Moreno-Smith,Logistics,Operations,Bar Service/Product,7,£557.91,"£3,905.37",CON7184,0,0,60
TRX00204,11/06/2024,05/07/2024,"Baker, Scott and Kent",Facilities Maintenance,Finance,Strategy Service/Product,10,£370.87,"£3,708.70",CON1393,675.63,404.06,60
TRX00205,03/06/2025,16/06/2025,"Medina, Thompson and Mcclure",Consulting,Patient Care,Remember Service/Product,2,£568.48,"£1,136.96",,140.96,9.45,60
TRX00206,20/06/2024,15/07/2024,"Dunn, Fitzgerald and Cobb",Office Equipment,Finance,Know Service/Product,7,£386.39,"£2,704.73",,0,0,60
TRX00207,04/07/2024,14/07/2024,Miles-Barker,IT Services,Patient Care,Wall Service/Product,3,£922.35,"£2,767.05",,0,0,60
TRX00208,01/02/2024,12/02/2024,Massey-Hernandez,Logistics,Patient Care,Leader Service/Product,10,£993.66,"£9,936.60",CON5621,0,0,30
TRX00209,24/04/2024,19/05/2024,Thomas-Brown,Medical Supplies,Finance,Seem Service/Product,4,£445.08,"£1,780.32",CON4873,118.94,107.63,60
TRX00210,26/04/2024,14/05/2024,"Johnson, Rowe and Heath",IT Services,Finance,Shoulder Service/Product,6,£212.42,"£1,274.52",CON5316,170.67,116.03,90
TRX00211,07/02/2024,23/02/2024,Bowers-Dunn,IT Services,Finance,Half Service/Product,5,£636.89,"£3,184.45",,0,0,60
TRX00212,21/07/2024,30/07/2024,"Bradley, Oneal and Gregory",Facilities Maintenance,Finance,Senior Service/Product,10,£266.60,"£2,666.00",,409.69,101.52,60
TRX00213,11/07/2024,14/07/2024,Berry-Webster,Facilities Maintenance,Finance,Learn Service/Product,5,£593.75,"£2,968.75",CON6402,0,0,30
TRX00214,31/08/2024,27/09/2024,Atkins-Jenkins,Office Equipment,Operations,Message Service/Product,10,£945.42,"£9,454.20",CON4092,0,0,90
TRX00215,30/01/2025,04/02/2025,Wiley and Sons,Facilities Maintenance,HR,Environmental Service/Product,8,£20.63,£165.04,CON2804,0,0,90
TRX00216,15/08/2023,12/09/2023,"Flores, King and Kidd",Logistics,Admin,Early Service/Product,2,£502.54,"£1,005.08",CON6331,134.12,53.51,90
TRX00217,25/03/2024,05/04/2024,Gutierrez-Richards,Facilities Maintenance,Operations,Remember Service/Product,8,£980.42,"£7,843.36",,0,0,90
TRX00218,16/06/2025,29/06/2025,Smith-Thomas,Consulting,Patient Care,Soldier Service/Product,9,£515.48,"£4,639.32",CON8289,0,0,30
TRX00219,22/02/2024,16/03/2024,"Kelly, Lucas and Beard",Facilities Maintenance,Finance,Couple Service/Product,10,£455.82,"£4,558.20",CON5231,0,0,60
TRX00220,14/09/2023,29/09/2023,Cook Ltd,Logistics,HR,By Service/Product,9,£244.75,"£2,202.75",CON9315,0,0,60
TRX00221,19/09/2024,14/10/2024,Pearson-Wagner,Facilities Maintenance,IT,Can Service/Product,1,£775.52,£775.52,CON1029,0,0,30
TRX00222,11/02/2025,13/03/2025,Mayer-Rosales,IT Services,IT,Gas Service/Product,9,£681.60,"£6,134.40",,859.8,237.73,60
TRX00223,08/01/2024,18/01/2024,Jackson-Peterson,Consulting,Admin,Effect Service/Product,5,£979.81,"£4,899.05",CON8874,0,0,60
TRX00224,09/12/2023,24/12/2023,Soto and Sons,Facilities Maintenance,Finance,Evidence Service/Product,4,£965.27,"£3,861.08",CON2765,0,0,90
TRX00225,15/12/2023,27/12/2023,"Dickson, Valdez and Young",Logistics,Patient Care,Mean Service/Product,2,£927.18,"£1,854.36",CON3186,246.95,160.29,30
TRX00226,02/08/2023,24/08/2023,Oconnor-Fisher,Office Equipment,HR,Pull Service/Product,1,£928.02,£928.02,CON1226,0,0,90
TRX00227,19/03/2024,24/03/2024,Perry Group,Logistics,IT,Coach Service/Product,1,£367.71,£367.71,CON6429,49.27,45.92,90
TRX00228,24/02/2024,13/03/2024,Odonnell LLC,Logistics,IT,Step Service/Product,5,£317.44,"£1,587.20",CON7769,162.1,121.6,90
TRX00229,15/12/2024,29/12/2024,Shaw Inc,Office Equipment,IT,Kid Service/Product,8,£914.12,"£7,312.96",CON1933,0,0,90
TRX00230,04/10/2023,11/10/2023,"Sawyer, Mckee and Bentley",Consulting,HR,Fish Service/Product,9,£654.43,"£5,889.87",CON9053,0,0,60
TRX00231,19/08/2023,30/08/2023,"Fuller, Robinson and Carter",Medical Supplies,Admin,Word Service/Product,1,£94.82,£94.82,,0,0,60
TRX00232,26/11/2024,21/12/2024,Pacheco LLC,Office Equipment,HR,Paper Service/Product,4,£497.59,"£1,990.36",,154.84,138.99,30
TRX00233,14/03/2024,31/03/2024,Page-Soto,Logistics,Patient Care,Admit Service/Product,1,£804.70,£804.70,CON9348,0,0,90
TRX00234,12/10/2023,04/11/2023,Shepard-Flowers,IT Services,Patient Care,My Service/Product,7,£576.99,"£4,038.93",,0,0,90
TRX00235,12/12/2023,24/12/2023,White-Rodriguez,Office Equipment,Admin,It Service/Product,4,£561.24,"£2,244.96",CON1626,0,0,90
TRX00236,09/03/2024,06/04/2024,"Bartlett, Coleman and Burns",Medical Supplies,Operations,Traditional Service/Product,3,£508.64,"£1,525.92",CON2994,0,0,60
TRX00237,03/09/2024,23/09/2024,Hale-Smith,Consulting,Finance,Ground Service/Product,10,£889.94,"£8,899.40",,0,0,30
TRX00238,10/04/2025,10/05/2025,Schaefer Inc,Medical Supplies,Operations,Share Service/Product,5,£449.98,"£2,249.90",,0,0,90
TRX00239,30/09/2024,24/10/2024,Chase-Hanson,Facilities Maintenance,HR,Call Service/Product,8,£600.24,"£4,801.92",CON5966,0,0,60
TRX00240,07/04/2024,15/04/2024,Rose LLC,Facilities Maintenance,Patient Care,Southern Service/Product,2,£801.76,"£1,603.52",CON9481,220.27,13.96,30
TRX00241,18/08/2023,06/09/2023,Robinson-Cohen,IT Services,HR,Anything Service/Product,3,£504.46,"£1,513.38",CON1372,0,0,30
TRX00242,15/06/2025,13/07/2025,"Pena, Drake and Turner",Facilities Maintenance,IT,Animal Service/Product,5,£154.60,£773.00,CON1990,52.74,22.78,90
TRX00243,25/08/2023,28/08/2023,"Moore, Garcia and Allen",Facilities Maintenance,Admin,Manage Service/Product,3,£447.10,"£1,341.30",CON4220,0,0,90
TRX00244,11/07/2025,23/07/2025,Fischer-Hernandez,Logistics,Operations,Budget Service/Product,2,£608.67,"£1,217.34",CON2529,0,0,60
TRX00245,01/03/2025,15/03/2025,"Petty, Mcgrath and Jones",Facilities Maintenance,Operations,End Service/Product,6,£603.52,"£3,621.12",,0,0,60
TRX00246,21/03/2024,14/04/2024,Reilly LLC,IT Services,Patient Care,Catch Service/Product,5,£79.27,£396.35,CON9805,0,0,30
TRX00247,12/10/2024,05/11/2024,Herring and Sons,Office Equipment,Operations,Name Service/Product,2,£975.08,"£1,950.16",CON8085,211.97,21.53,60
TRX00248,08/08/2023,29/08/2023,Harmon Ltd,IT Services,IT,Reveal Service/Product,5,£355.36,"£1,776.80",CON6231,195.08,97.02,90
TRX00249,16/06/2025,15/07/2025,"Johnson, Moran and Mays",Office Equipment,Patient Care,Eye Service/Product,6,£443.74,"£2,662.44",CON8065,0,0,30
TRX00250,14/04/2024,08/05/2024,Morris PLC,Facilities Maintenance,IT,Apply Service/Product,7,£17.73,£124.11,,0,0,60
TRX00251,26/07/2023,20/08/2023,Jones and Sons,IT Services,Patient Care,One Service/Product,9,£310.33,"£2,792.97",,290.83,4.62,60
TRX00252,17/01/2024,06/02/2024,"Eaton, Duncan and Turner",Logistics,Finance,Community Service/Product,5,£816.53,"£4,082.65",CON2061,0,0,90
TRX00253,30/03/2024,06/04/2024,Shaffer-Barnes,Medical Supplies,Patient Care,Happy Service/Product,2,£733.80,"£1,467.60",CON9264,0,0,30
TRX00254,31/08/2023,24/09/2023,Hampton-Jones,Consulting,Patient Care,Idea Service/Product,3,£422.72,"£1,268.16",CON7646,0,0,30
TRX00255,28/08/2023,26/09/2023,Simon Inc,Consulting,Admin,Difference Service/Product,4,£514.11,"£2,056.44",CON8706,240.54,150.24,30
TRX00256,21/06/2024,28/06/2024,Watkins-Castro,Facilities Maintenance,Finance,Factor Service/Product,4,£668.13,"£2,672.52",,0,0,30
TRX00257,27/12/2023,12/01/2024,Fletcher Group,Office Equipment,HR,Alone Service/Product,1,£460.59,£460.59,,58.97,7.69,60
TRX00258,28/07/2023,15/08/2023,Hernandez Group,Logistics,IT,Notice Service/Product,5,£180.63,£903.15,,66.81,14.71,30
TRX00259,29/08/2023,05/09/2023,Johnson Inc,Consulting,IT,Beyond Service/Product,8,£454.96,"£3,639.68",CON7311,0,0,60
TRX00260,06/12/2024,02/01/2025,Buchanan-Nunez,Facilities Maintenance,Operations,Tax Service/Product,9,£706.91,"£6,362.19",,0,0,60
TRX00261,26/09/2024,15/10/2024,"Wolf, Kelly and Dunn",Office Equipment,Finance,Have Service/Product,4,£625.93,"£2,503.72",,145.47,48.28,90
TRX00262,28/09/2023,08/10/2023,Oliver LLC,Logistics,Patient Care,Expect Service/Product,10,£963.25,"£9,632.50",CON2543,0,0,60
TRX00263,04/03/2024,11/03/2024,"Coleman, Williams and Hill",Medical Supplies,Admin,Author Service/Product,8,£315.51,"£2,524.08",,0,0,90
TRX00264,05/06/2024,26/06/2024,"Webster, Beck and Wood",IT Services,Patient Care,Enter Service/Product,8,£427.20,"£3,417.60",CON3132,0,0,90
TRX00265,11/10/2023,21/10/2023,Hansen Group,IT Services,Finance,Voice Service/Product,5,£807.53,"£4,037.65",CON9866,352.37,76.16,90
TRX00266,16/10/2024,28/10/2024,Goodman Ltd,Facilities Maintenance,IT,Voice Service/Product,5,£665.03,"£3,325.15",CON1504,0,0,60
TRX00267,16/01/2024,30/01/2024,Roberts LLC,Logistics,IT,Man Service/Product,8,£913.09,"£7,304.72",CON3076,0,0,30
TRX00268,28/10/2024,09/11/2024,"Scott, Christian and Roberts",Consulting,Operations,Party Service/Product,8,£614.30,"£4,914.40",CON9617,0,0,30
TRX00269,20/12/2023,06/01/2024,Reeves-Sanchez,Facilities Maintenance,Operations,International Service/Product,1,£708.17,£708.17,CON9633,49.3,19.86,60
TRX00270,21/05/2024,24/05/2024,Gibson-Hopkins,Logistics,IT,Move Service/Product,5,£362.01,"£1,810.05",CON1019,0,0,60
TRX00271,05/10/2023,18/10/2023,Mooney-Burton,Logistics,Finance,In Service/Product,5,£600.03,"£3,000.15",CON9074,319.43,220.2,90
TRX00272,07/12/2024,17/12/2024,Carlson-Johnson,IT Services,Finance,Out Service/Product,10,£119.73,"£1,197.30",CON3541,131.01,121.99,90
TRX00273,11/02/2025,23/02/2025,Martin Group,Office Equipment,Patient Care,Employee Service/Product,9,£307.42,"£2,766.78",,0,0,60
TRX00274,17/12/2024,25/12/2024,Johnson and Sons,Consulting,Operations,Over Service/Product,6,£714.30,"£4,285.80",CON5109,0,0,90
TRX00275,08/12/2023,20/12/2023,Ramos LLC,Office Equipment,Operations,Hear Service/Product,2,£806.97,"£1,613.94",,305.12,211.36,30
TRX00276,16/07/2025,06/08/2025,Olson-Rodgers,IT Services,Operations,Within Service/Product,1,£106.31,£106.31,CON8783,0,0,30
TRX00277,14/09/2023,29/09/2023,Crawford Group,Facilities Maintenance,Finance,Body Service/Product,1,£431.03,£431.03,,0,0,30
TRX00278,07/07/2024,23/07/2024,Roth-Cruz,Consulting,IT,Impact Service/Product,5,£617.46,"£3,087.30",CON6886,409.74,385.16,60
TRX00279,02/07/2025,18/07/2025,Lopez-Peterson,Office Equipment,Patient Care,How Service/Product,3,£259.54,£778.62,CON9737,111.53,47.13,90
TRX00280,27/11/2024,10/12/2024,Townsend PLC,IT Services,HR,North Service/Product,4,£616.94,"£2,467.76",CON7883,253.05,43.17,90
TRX00281,08/08/2023,23/08/2023,Phelps-Peterson,IT Services,Operations,Series Service/Product,5,£111.16,£555.80,CON4201,0,0,30
TRX00282,17/06/2025,12/07/2025,Wilson-Kelley,Logistics,Finance,Myself Service/Product,3,£115.58,£346.74,CON7927,66,60.85,90
TRX00283,21/10/2023,26/10/2023,"Vargas, Russo and Bean",IT Services,Operations,Matter Service/Product,1,£842.93,£842.93,CON7212,0,0,60
TRX00284,01/07/2024,26/07/2024,Robinson Ltd,IT Services,HR,Account Service/Product,10,£881.39,"£8,813.90",CON7367,0,0,30
TRX00285,09/12/2024,02/01/2025,"Jones, Johnson and Davila",Logistics,Patient Care,Firm Service/Product,5,£682.99,"£3,414.95",CON2881,259.48,0.18,60
TRX00286,18/12/2023,07/01/2024,Garcia-Hoover,Logistics,Patient Care,Box Service/Product,2,£381.55,£763.10,,0,0,60
TRX00287,01/02/2024,15/02/2024,Francis Group,Consulting,Admin,Pattern Service/Product,3,£95.02,£285.06,,14.95,6.31,60
TRX00288,18/09/2023,22/09/2023,Wright PLC,Office Equipment,IT,Pick Service/Product,4,£481.68,"£1,926.72",,247.3,231.14,30
TRX00289,03/04/2025,11/04/2025,Christensen-Kennedy,Medical Supplies,HR,Air Service/Product,6,£883.61,"£5,301.66",,651.44,80.58,60
TRX00290,23/04/2024,19/05/2024,"Conrad, Moore and Mayer",Facilities Maintenance,Admin,Focus Service/Product,10,£976.11,"£9,761.10",CON9524,0,0,90
TRX00291,29/07/2024,18/08/2024,Cook Group,Consulting,Operations,Management Service/Product,7,£826.92,"£5,788.44",,0,0,60
TRX00292,10/08/2023,05/09/2023,Hall Group,IT Services,IT,Half Service/Product,8,£153.99,"£1,231.92",CON8994,233.59,140.26,30
TRX00293,26/12/2023,13/01/2024,"Scott, Mata and Pierce",Medical Supplies,Operations,Movement Service/Product,8,£133.44,"£1,067.52",,0,0,30
TRX00294,17/07/2023,23/07/2023,Lynch and Sons,Office Equipment,IT,Against Service/Product,9,£659.18,"£5,932.62",,0,0,90
TRX00295,19/04/2025,27/04/2025,"Lambert, Morrison and Burton",Facilities Maintenance,Finance,Manager Service/Product,10,£306.02,"£3,060.20",CON1746,302.3,92.25,60
TRX00296,12/10/2023,26/10/2023,"Hernandez, Ferguson and Duffy",Consulting,Admin,Me Service/Product,3,£585.07,"£1,755.21",CON4485,151.41,106.23,60
TRX00297,22/04/2025,19/05/2025,Stewart and Sons,IT Services,Operations,Pass Service/Product,3,£72.73,£218.19,CON6765,0,0,30
TRX00298,28/03/2025,13/04/2025,"Blackburn, Wright and Davis",Consulting,Finance,Into Service/Product,6,£400.46,"£2,402.76",,0,0,30
TRX00299,23/04/2025,12/05/2025,"Snyder, Strickland and Mayo",IT Services,Operations,Training Service/Product,7,£267.37,"£1,871.59",CON7174,0,0,30
TRX00300,14/09/2024,08/10/2024,Evans-Middleton,IT Services,Finance,Article Service/Product,7,£899.56,"£6,296.92",CON6786,0,0,90
TRX00301,17/02/2025,27/02/2025,"Barron, Frye and Klein",IT Services,Finance,Usually Service/Product,2,£75.66,£151.32,CON9764,0,0,90
TRX00302,08/04/2024,06/05/2024,Garner and Sons,Facilities Maintenance,IT,Represent Service/Product,6,£471.42,"£2,828.52",CON4441,0,0,90
TRX00303,11/12/2023,16/12/2023,"Smith, Green and Acosta",Medical Supplies,HR,Service Service/Product,2,£253.76,£507.52,CON9982,0,0,30
TRX00304,23/06/2024,30/06/2024,"Ford, Lambert and Simmons",Office Equipment,Finance,Town Service/Product,2,£780.42,"£1,560.84",CON9190,0,0,60
TRX00305,25/12/2024,08/01/2025,Norris-Willis,Consulting,HR,Stage Service/Product,10,£549.69,"£5,496.90",CON8430,0,0,90
TRX00306,01/06/2025,16/06/2025,Davis Inc,Medical Supplies,Operations,For Service/Product,9,£744.70,"£6,702.30",CON9174,0,0,60
TRX00307,08/12/2024,19/12/2024,Juarez-King,Consulting,Operations,Citizen Service/Product,3,£795.16,"£2,385.48",CON9358,0,0,90
TRX00308,29/04/2025,14/05/2025,Dominguez-Hensley,Logistics,Patient Care,Organization Service/Product,3,£628.85,"£1,886.55",CON6630,0,0,90
TRX00309,25/10/2024,20/11/2024,"Blake, Travis and Smith",IT Services,Patient Care,Care Service/Product,2,£193.62,£387.24,,0,0,60
TRX00310,10/01/2025,20/01/2025,Flowers Inc,Facilities Maintenance,Finance,Teacher Service/Product,6,£346.42,"£2,078.52",CON2338,0,0,30
TRX00311,25/02/2024,16/03/2024,Franco-Frazier,Office Equipment,IT,Citizen Service/Product,1,£818.55,£818.55,CON6992,137.08,57.36,60
TRX00312,16/07/2025,20/07/2025,"Wells, Roberts and Coleman",Medical Supplies,HR,Throughout Service/Product,5,£955.85,"£4,779.25",CON2334,0,0,30
TRX00313,20/03/2024,30/03/2024,"Williamson, Grimes and Finley",Facilities Maintenance,IT,These Service/Product,9,£895.44,"£8,058.96",CON1593,0,0,30
TRX00314,15/03/2025,12/04/2025,"Johnson, Gentry and Alvarez",Logistics,Patient Care,Sister Service/Product,7,£817.63,"£5,723.41",,0,0,30
TRX00315,25/10/2024,19/11/2024,Cross-Taylor,Logistics,Operations,View Service/Product,2,£895.82,"£1,791.64",,0,0,90
TRX00316,05/12/2024,04/01/2025,"Knapp, Porter and Jones",IT Services,Finance,Bit Service/Product,7,£507.25,"£3,550.75",CON7333,321.59,65.72,90
TRX00317,13/09/2024,21/09/2024,"Cisneros, Daniel and Bradley",Office Equipment,Admin,Standard Service/Product,5,£843.12,"£4,215.60",,614.97,567.06,60
TRX00318,10/12/2023,24/12/2023,Hester Group,Logistics,Patient Care,Establish Service/Product,8,£962.32,"£7,698.56",CON8619,0,0,90
TRX00319,03/07/2025,15/07/2025,"Daniels, Bailey and Silva",Medical Supplies,Finance,Star Service/Product,2,£55.24,£110.48,CON8890,0,0,30
TRX00320,16/05/2024,25/05/2024,Ayala LLC,Consulting,Admin,Market Service/Product,10,£294.76,"£2,947.60",,354.2,65.77,60
TRX00321,01/02/2025,01/03/2025,Atkinson PLC,IT Services,Patient Care,Record Service/Product,9,£995.43,"£8,958.87",CON4454,0,0,30
TRX00322,19/02/2024,11/03/2024,"Wells, English and Brooks",IT Services,Admin,Huge Service/Product,9,£670.03,"£6,030.27",CON8680,0,0,30
TRX00323,03/03/2024,11/03/2024,Lee LLC,Office Equipment,HR,Simple Service/Product,3,£699.37,"£2,098.11",,338.23,9.48,60
TRX00324,03/07/2024,01/08/2024,"Freeman, Jones and Allen",Logistics,Admin,Main Service/Product,2,£298.22,£596.44,CON1035,0,0,60
TRX00325,07/04/2025,19/04/2025,"Levine, Castro and Werner",IT Services,HR,Course Service/Product,8,£130.19,"£1,041.52",CON3733,0,0,90
TRX00326,20/06/2024,06/07/2024,"Donovan, Jones and Woods",Medical Supplies,Admin,Either Service/Product,10,£126.94,"£1,269.40",,0,0,60
TRX00327,25/05/2025,04/06/2025,Hull-Davis,Facilities Maintenance,IT,Management Service/Product,9,£652.68,"£5,874.12",CON6808,945.5,209.87,30
TRX00328,23/03/2024,16/04/2024,"Reid, Calderon and Mayer",Logistics,Finance,Others Service/Product,4,£648.71,"£2,594.84",CON4963,0,0,90
TRX00329,19/03/2025,18/04/2025,Fuentes-Rodriguez,Facilities Maintenance,HR,Relate Service/Product,8,£948.61,"£7,588.88",CON9179,0,0,30
TRX00330,12/04/2025,27/04/2025,Cobb Ltd,IT Services,IT,Throw Service/Product,5,£859.76,"£4,298.80",CON2951,0,0,90
TRX00331,23/08/2024,09/09/2024,"Mccormick, Jimenez and Rivera",Office Equipment,Operations,Lay Service/Product,8,£804.54,"£6,436.32",CON6764,0,0,60
TRX00332,04/09/2023,18/09/2023,"Butler, Blake and Lewis",Consulting,IT,Fact Service/Product,7,£750.19,"£5,251.33",CON6653,0,0,60
TRX00333,02/02/2024,14/02/2024,Robles-Valdez,Facilities Maintenance,Operations,Note Service/Product,9,£591.36,"£5,322.24",,0,0,30
TRX00334,22/07/2023,03/08/2023,Alvarado-May,Logistics,HR,Church Service/Product,8,£182.54,"£1,460.32",CON8280,0,0,90
TRX00335,16/10/2024,04/11/2024,Rivas-Callahan,Logistics,Operations,Pay Service/Product,8,£239.30,"£1,914.40",CON2420,0,0,30
TRX00336,20/03/2024,01/04/2024,"Haynes, Barrett and Brady",Consulting,Patient Care,Continue Service/Product,9,£688.45,"£6,196.05",CON2341,541.46,457.38,90
TRX00337,05/10/2024,04/11/2024,Jordan Inc,Medical Supplies,HR,Bad Service/Product,2,£265.53,£531.06,CON5430,0,0,90
TRX00338,25/01/2024,16/02/2024,"Shepard, Campos and Warren",Logistics,HR,Who Service/Product,2,£947.35,"£1,894.70",,0,0,90
TRX00339,03/01/2024,29/01/2024,"Burke, Stanley and Duncan",IT Services,Finance,Artist Service/Product,4,£855.94,"£3,423.76",CON9185,0,0,30
TRX00340,16/02/2024,09/03/2024,Browning Group,Medical Supplies,Admin,Environment Service/Product,1,£931.14,£931.14,,0,0,30
TRX00341,09/10/2023,07/11/2023,Anderson-Thomas,Logistics,Admin,Quickly Service/Product,4,£174.10,£696.40,,0,0,90
TRX00342,16/11/2024,12/12/2024,Johnson PLC,Medical Supplies,HR,Lose Service/Product,4,£441.49,"£1,765.96",CON6164,0,0,30
TRX00343,02/08/2024,15/08/2024,Edwards LLC,Logistics,Operations,Southern Service/Product,9,£324.95,"£2,924.55",CON6321,0,0,60
TRX00344,07/06/2025,26/06/2025,"Ramos, Carter and Woods",Medical Supplies,HR,Congress Service/Product,2,£709.32,"£1,418.64",CON7967,254.08,151.48,60
TRX00345,18/02/2025,26/02/2025,"Hughes, Baker and Barrett",Logistics,Finance,Model Service/Product,10,£909.43,"£9,094.30",CON6351,0,0,60
TRX00346,10/10/2024,02/11/2024,Monroe-Young,Facilities Maintenance,Operations,Individual Service/Product,4,£573.22,"£2,292.88",CON1876,422.14,395.83,60
TRX00347,22/09/2023,26/09/2023,"Mcdowell, Martinez and Jenkins",Consulting,Operations,Beyond Service/Product,8,£672.50,"£5,380.00",CON4611,0,0,30
TRX00348,15/01/2024,19/01/2024,Santos-Ellison,Facilities Maintenance,HR,Scientist Service/Product,10,£176.63,"£1,766.30",CON5006,0,0,60
TRX00349,10/06/2025,04/07/2025,Hall-Daugherty,IT Services,Finance,Bar Service/Product,6,£169.26,"£1,015.56",CON5237,178.61,104.42,90
TRX00350,16/05/2024,06/06/2024,Wallace-Bell,Logistics,HR,None Service/Product,5,£26.18,£130.90,CON1765,0,0,60
TRX00351,31/01/2025,16/02/2025,Brooks-Reed,IT Services,Finance,Simple Service/Product,5,£269.84,"£1,349.20",,0,0,90
TRX00352,30/11/2023,06/12/2023,"Reynolds, Martin and Beck",IT Services,Operations,Heavy Service/Product,8,£147.41,"£1,179.28",CON9543,213.11,44.02,60
TRX00353,26/10/2023,03/11/2023,Benitez PLC,Facilities Maintenance,IT,Future Service/Product,10,£454.69,"£4,546.90",CON4363,584.45,134.95,90
TRX00354,19/02/2025,17/03/2025,Bradley-Cobb,Medical Supplies,Operations,Send Service/Product,5,£997.83,"£4,989.15",,0,0,30
TRX00355,07/11/2023,23/11/2023,Carey-Ferguson,Facilities Maintenance,Finance,Professional Service/Product,7,£568.80,"£3,981.60",,0,0,90
TRX00356,07/05/2025,25/05/2025,Gutierrez LLC,Medical Supplies,Operations,Better Service/Product,7,£170.43,"£1,193.01",,137.84,134.63,90
TRX00357,10/06/2025,28/06/2025,Smith Inc,Facilities Maintenance,HR,Determine Service/Product,2,£673.24,"£1,346.48",,202.15,199.46,90
TRX00358,22/05/2025,10/06/2025,"Price, Mejia and Patterson",Medical Supplies,Admin,Appear Service/Product,3,£976.21,"£2,928.63",CON4921,0,0,90
TRX00359,13/08/2024,24/08/2024,Mcdaniel-Jenkins,IT Services,Admin,Hand Service/Product,8,£980.80,"£7,846.40",CON7461,0,0,90
TRX00360,16/02/2024,17/03/2024,Grant-Reyes,Logistics,Patient Care,Resource Service/Product,2,£150.17,£300.34,CON9653,0,0,60
TRX00361,04/01/2024,22/01/2024,"Johnson, Hall and Herrera",Medical Supplies,Admin,Sound Service/Product,1,£784.33,£784.33,,0,0,90
TRX00362,06/03/2025,19/03/2025,"Perez, Bowers and Murphy",Logistics,HR,Air Service/Product,4,£586.88,"£2,347.52",CON4068,0,0,60
TRX00363,29/08/2024,19/09/2024,"Green, Davis and Mccullough",Logistics,Admin,Soldier Service/Product,8,£229.63,"£1,837.04",CON8402,0,0,60
TRX00364,29/09/2024,05/10/2024,"Fields, Lopez and Pace",Logistics,Admin,Share Service/Product,1,£720.24,£720.24,,0,0,30
TRX00365,01/11/2023,26/11/2023,Wheeler-Butler,Logistics,Patient Care,Join Service/Product,10,£241.48,"£2,414.80",CON2993,0,0,30
TRX00366,01/02/2024,16/02/2024,White LLC,Facilities Maintenance,HR,Number Service/Product,6,£557.75,"£3,346.50",CON7955,0,0,90
TRX00367,18/08/2024,26/08/2024,Booker Ltd,IT Services,HR,Officer Service/Product,1,£617.75,£617.75,CON4841,0,0,30
TRX00368,05/09/2023,22/09/2023,"Newman, Khan and Howard",IT Services,Operations,Newspaper Service/Product,2,£488.24,£976.48,,0,0,60
TRX00369,24/10/2023,01/11/2023,Stephens Inc,Medical Supplies,Operations,Natural Service/Product,1,£85.23,£85.23,CON2084,0,0,90
